id,y
503,5
504,6
505,6
506,1
507,5
508,4
509,6
510,3
511,2
512,1
513,3
514,1
515,6
516,2
517,6
518,3
519,4
520,6
521,4
522,3
523,2
524,1
525,4
526,4
527,2
528,1
529,6
530,4
531,4
532,5
533,1
534,3
535,5
536,3
537,3
538,1
539,2
540,5
541,1
542,5
543,2
544,2
545,6
546,5
547,5
548,1
549,1
550,2
551,6
552,1
553,4
554,4
555,1
556,2
557,1
558,6
559,6
560,5
561,6
562,1
563,3
564,2
565,6
566,6
567,2
568,1
569,1
570,2
571,5
572,4
573,3
574,6
575,5
576,2
577,5
578,1
579,2
580,3
581,5
582,1
583,5
584,1
585,3
586,1
587,4
588,1
589,3
590,3
591,6
592,3
593,1
594,1
595,5
596,6
597,1
598,5
599,2
600,6
601,1
602,5
603,1
604,4
605,2
606,5
607,1
608,6
609,2
610,5
611,1
612,1
613,5
614,1
615,6
616,5
617,4
618,2
619,5
620,1
621,6
622,6
623,5
624,1
625,5
626,1
627,6
628,6
629,6
630,2
631,5
632,1
633,4
634,3
635,1
636,6
637,6
638,4
639,3
640,2
641,2
642,6
643,4
644,2
645,3
646,1
647,2
648,4
649,6
650,1
651,6
652,4
653,3
654,1
655,4
656,1
657,4
658,6
659,5
660,1
661,4
662,1
663,5
664,1
665,4
666,6
667,4
668,1
669,5
670,1
671,6
672,5
673,5
674,2
675,1
676,6
677,6
678,1
679,2
680,4
681,1
682,6
683,6
684,6
685,1
686,1
687,5
688,5
689,4
690,6
691,2
692,2
693,2
694,1
695,5
696,3
697,1
698,5
699,6
700,2
701,3
702,6
703,2
704,1
705,3
706,5
707,6
708,2
709,6
710,4
711,6
712,5
713,5
714,3
715,6
716,4
717,4
718,1
719,6
720,4
721,6
722,4
723,1
724,3
725,2
726,5
727,5
728,3
729,2
730,4
731,6
732,3
733,2
734,5
735,5
736,1
737,6
738,4
739,4
740,2
741,5
742,4
743,1
744,6
745,5
746,6
747,3
748,6
749,3
750,4
751,3
752,4
753,3
754,1
755,6
756,6
757,4
758,1
759,1
760,6
761,4
762,1
763,4
764,6
765,6
766,6
767,1
768,2
769,2
770,3
771,4
772,6
773,4
774,6
775,4
776,6
777,6
778,1
779,4
780,1
781,4
782,1
783,1
784,5
785,2
786,3
787,4
788,5
789,1
790,5
791,2
792,3
793,4
794,5
795,5
796,5
797,6
798,2
799,3
800,6
801,6
802,1
803,5
804,6
805,3
806,3
807,6
808,6
809,2
810,2
811,3
812,2
813,6
814,2
815,1
816,6
817,5
818,1
819,5
820,5
821,1
822,6
823,5
824,6
825,3
826,5
827,5
828,2
829,5
830,1
831,5
832,6
833,1
834,6
835,6
836,1
837,1
838,4
839,1
840,4
841,5
842,1
843,2
844,2
845,6
846,4
847,1
848,4
849,6
850,6
851,6
852,1
853,5
854,2
855,2
856,1
857,5
858,3
859,5
860,6
861,5
862,4
863,6
864,4
865,2
866,5
867,3
868,6
869,6
870,3
871,1
872,5
873,5
874,6
875,3
876,5
877,3
878,3
879,1
880,5
881,4
882,3
883,4
884,5
885,6
886,1
887,1
888,1
889,1
890,1
891,6
892,2
893,1
894,5
895,6
896,1
897,5
898,5
899,4
900,4
901,1
902,1
903,1
904,3
905,1
906,2
907,2
908,3
909,5
910,2
911,1
912,2
913,3
914,1
915,6
916,5
917,1
918,6
919,3
920,1
921,2
922,2
923,6
924,6
925,5
926,1
927,5
928,1
929,2
930,1
931,2
932,2
933,2
934,1
935,1
936,6
937,2
938,5
939,5
940,6
941,5
942,2
943,4
944,3
945,3
946,3
947,5
948,4
949,2
950,5
951,5
952,5
953,6
954,3
955,4
956,4
957,1
958,5
959,5
960,2
961,5
962,3
963,4
964,1
965,5
966,5
967,2
968,1
969,5
970,4
971,4
972,5
973,1
974,2
975,3
976,5
977,5
978,3
979,4
980,5
981,3
982,6
983,1
984,5
985,1
986,5
987,1
988,6
989,6
990,1
991,6
992,1
993,1
994,6
995,1
996,3
997,6
998,1
999,1
1000,6
1001,6
1002,3
1003,3
1004,6
1005,6
1006,2
1007,3
1008,1
1009,4
1010,2
1011,5
1012,4
1013,4
1014,1
1015,1
1016,2
1017,6
1018,5
1019,5
1020,6
1021,1
1022,1
1023,2
1024,2
1025,5
1026,6
1027,3
1028,1
1029,4
1030,3
1031,1
1032,5
1033,2
1034,1
1035,1
1036,6
1037,5
1038,2
1039,4
1040,3
1041,1
1042,1
1043,5
1044,6
1045,3
1046,2
1047,4
1048,2
1049,2
1050,4
1051,2
1052,2
1053,5
1054,6
1055,4
1056,4
1057,5
1058,6
1059,4
1060,1
1061,4
1062,1
1063,2
1064,5
1065,5
1066,6
1067,5
1068,2
1069,5
1070,4
1071,6
1072,5
1073,5
1074,1
1075,4
1076,1
1077,4
1078,1
1079,2
1080,4
1081,6
1082,2
1083,3
1084,5
1085,5
1086,6
1087,1
1088,4
1089,1
1090,4
1091,5
1092,4
1093,5
1094,6
1095,2
1096,4
1097,1
1098,2
1099,1
1100,5
1101,6
1102,2
1103,3
1104,3
1105,3
1106,3
1107,1
1108,1
1109,5
1110,4
1111,5
1112,3
1113,5
1114,1
1115,3
1116,2
1117,5
1118,6
1119,1
1120,2
1121,6
1122,6
1123,5
1124,5
1125,1
1126,1
1127,6
1128,5
1129,4
1130,5
1131,5
1132,3
1133,4
1134,5
1135,2
1136,3
1137,3
1138,5
1139,1
1140,6
1141,4
1142,2
1143,1
1144,4
1145,2
1146,4
1147,2
1148,6
1149,5
1150,5
1151,5
1152,5
1153,2
1154,1
1155,4
1156,3
1157,1
1158,2
1159,5
1160,6
1161,1
1162,4
1163,4
1164,3
1165,1
1166,3
1167,2
1168,5
1169,2
1170,5
1171,3
1172,5
1173,4
1174,4
1175,1
1176,5
1177,6
1178,6
1179,6
1180,2
1181,4
1182,1
1183,2
1184,2
1185,2
1186,2
1187,5
1188,4
1189,3
1190,1
1191,4
1192,4
1193,1
1194,4
1195,6
1196,1
1197,1
1198,2
1199,2
1200,5
1201,5
1202,5
1203,4
1204,6
1205,6
1206,3
1207,3
1208,2
1209,6
1210,2
1211,3
1212,2
1213,1
1214,5
1215,6
1216,1
1217,5
1218,3
1219,6
1220,5
1221,1
1222,6
1223,3
1224,4
1225,1
1226,3
1227,4
1228,2
1229,5
1230,3
1231,4
1232,3
1233,2
1234,6
1235,3
1236,3
1237,2
1238,5
1239,4
1240,1
1241,1
1242,5
1243,2
1244,5
1245,1
1246,1
1247,1
1248,4
1249,5
1250,4
1251,4
1252,5
1253,6
1254,5
1255,1
1256,4
1257,4
1258,2
1259,5
1260,4
1261,5
1262,3
1263,4
1264,5
1265,2
1266,2
1267,3
1268,4
1269,5
1270,4
1271,2
1272,4
1273,3
1274,3
1275,3
1276,4
1277,2
1278,3
1279,2
1280,3
1281,3
1282,5
1283,1
1284,3
1285,6
1286,2
1287,4
1288,2
1289,5
1290,6
1291,6
1292,6
1293,6
1294,3
1295,3
1296,4
1297,1
1298,1
1299,3
1300,3
1301,5
1302,6
1303,4
1304,4
1305,1
1306,1
1307,4
1308,1
1309,4
1310,3
1311,6
1312,1
1313,1
1314,4
1315,2
1316,4
1317,5
1318,5
1319,2
1320,4
1321,4
1322,5
1323,6
1324,3
1325,3
1326,3
1327,4
1328,3
1329,2
1330,6
1331,6
1332,4
1333,6
1334,2
1335,6
1336,5
1337,5
1338,6
1339,5
1340,4
1341,4
1342,6
1343,3
1344,1
1345,6
1346,2
1347,2
1348,4
1349,5
1350,1
1351,6
1352,6
1353,2
1354,3
1355,3
1356,2
1357,3
1358,2
1359,6
1360,2
1361,5
1362,5
1363,2
1364,5
1365,6
1366,3
1367,1
1368,4
1369,5
1370,4
1371,2
1372,5
1373,5
1374,1
1375,6
1376,5
1377,6
1378,2
1379,3
1380,5
1381,1
1382,5
1383,6
1384,1
1385,4
1386,1
1387,1
1388,5
1389,6
1390,6
1391,2
1392,3
1393,1
1394,3
1395,2
1396,5
1397,3
1398,5
1399,5
1400,3
1401,3
1402,1
1403,3
1404,6
1405,4
1406,6
1407,1
1408,6
1409,2
1410,5
1411,3
1412,5
1413,4
1414,6
1415,5
1416,1
1417,6
1418,4
1419,2
1420,2
1421,5
1422,1
1423,5
1424,6
1425,4
1426,5
1427,6
1428,5
1429,6
1430,3
1431,5
1432,5
1433,1
1434,6
1435,3
1436,6
1437,6
1438,1
1439,3
1440,3
1441,6
1442,6
1443,3
1444,5
1445,2
1446,4
1447,1
1448,5
1449,5
1450,6
1451,1
1452,5
1453,6
1454,4
1455,1
1456,4
1457,1
1458,2
1459,3
1460,4
1461,5
1462,6
1463,2
1464,4
1465,5
1466,4
1467,5
1468,5
1469,5
1470,3
1471,6
1472,2
1473,4
1474,2
1475,6
1476,3
1477,3
1478,1
1479,4
1480,3
1481,2
1482,6
1483,2
1484,6
1485,6
1486,5
1487,3
1488,2
1489,6
1490,2
1491,1
1492,1
1493,6
1494,6
1495,2
1496,5
1497,6
1498,4
1499,5
1500,6
1501,6
1502,1
1503,5
1504,4
1505,1
1506,3
1507,4
1508,6
1509,6
1510,4
1511,3
1512,1
1513,2
1514,6
1515,3
1516,6
1517,2
1518,3
1519,5
1520,1
1521,4
1522,6
1523,2
1524,2
1525,2
1526,6
1527,5
1528,2
1529,4
1530,2
1531,1
1532,4
1533,3
1534,5
1535,5
1536,1
1537,2
1538,4
1539,2
1540,2
1541,5
1542,6
1543,5
1544,4
1545,2
1546,4
1547,6
1548,4
1549,2
1550,4
1551,6
1552,6
1553,5
1554,5
1555,6
1556,3
1557,1
1558,2
1559,1
1560,1
1561,5
1562,1
1563,6
1564,3
1565,5
1566,5
1567,1
1568,4
1569,4
1570,6
1571,6
1572,5
1573,2
1574,6
1575,1
1576,6
1577,3
1578,3
1579,6
1580,5
1581,1
1582,1
1583,6
1584,2
1585,3
1586,2
1587,5
1588,5
1589,6
1590,5
1591,1
1592,1
1593,4
1594,2
1595,3
1596,5
1597,1
1598,2
1599,2
1600,6
1601,1
1602,5
1603,4
1604,5
1605,1
1606,6
1607,4
1608,6
1609,6
1610,1
1611,5
1612,4
1613,4
1614,1
1615,4
1616,1
1617,5
1618,3
1619,5
1620,4
1621,2
1622,3
1623,1
1624,5
1625,3
1626,2
1627,5
1628,2
1629,5
1630,6
1631,2
1632,5
1633,6
1634,4
1635,6
1636,1
1637,4
1638,3
1639,5
1640,4
1641,6
1642,2
1643,6
1644,1
1645,2
1646,5
1647,4
1648,5
1649,2
1650,2
1651,4
1652,6
1653,1
1654,1
1655,6
1656,6
1657,1
1658,6
1659,1
1660,3
1661,4
1662,1
1663,1
1664,1
1665,6
1666,6
1667,2
1668,1
1669,6
1670,3
1671,6
1672,1
1673,6
1674,1
1675,6
1676,3
1677,1
1678,3
1679,5
1680,4
1681,4
1682,3
1683,2
1684,6
1685,6
1686,3
1687,4
1688,6
1689,6
1690,3
1691,4
1692,2
1693,6
1694,2
1695,4
1696,2
1697,3
1698,6
1699,3
1700,1
1701,4
1702,4
1703,3
1704,3
1705,6
1706,2
1707,3
1708,3
1709,4
1710,6
1711,3
1712,6
1713,6
1714,4
1715,2
1716,4
1717,1
1718,6
1719,2
1720,2
1721,6
1722,5
1723,6
1724,4
1725,2
1726,3
1727,1
1728,6
1729,2
1730,1
1731,3
1732,2
1733,4
1734,5
1735,1
1736,2
1737,5
1738,5
1739,6
1740,1
1741,3
1742,5
1743,2
1744,1
1745,4
1746,6
1747,6
1748,6
1749,4
1750,5
1751,5
1752,6
1753,4
1754,6
1755,1
1756,3
1757,5
1758,6
1759,2
1760,5
1761,5
1762,1
1763,5
1764,1
1765,3
1766,1
1767,6
1768,6
1769,4
1770,6
1771,1
1772,1
1773,1
1774,1
1775,6
1776,1
1777,6
1778,1
1779,5
1780,4
1781,1
1782,6
1783,4
1784,4
1785,5
1786,2
1787,6
1788,2
1789,4
1790,1
1791,1
1792,5
1793,3
1794,4
1795,4
1796,4
1797,1
1798,5
1799,1
1800,2
1801,4
1802,4
1803,4
1804,5
1805,4
1806,5
1807,1
1808,3
1809,1
1810,4
1811,4
1812,5
1813,4
1814,1
1815,3
1816,6
1817,2
1818,5
1819,1
1820,6
1821,1
1822,6
1823,6
1824,3
1825,6
1826,4
1827,2
1828,5
1829,3
1830,6
1831,5
1832,3
1833,1
1834,4
1835,2
1836,3
1837,6
1838,5
1839,5
1840,4
1841,6
1842,1
1843,3
1844,3
1845,6
1846,6
1847,5
1848,1
1849,6
1850,2
1851,6
1852,6
1853,2
1854,6
1855,4
1856,4
1857,3
1858,6
1859,5
1860,1
1861,2
1862,2
1863,2
1864,2
1865,3
1866,6
1867,5
1868,5
1869,4
1870,6
1871,6
1872,3
1873,3
1874,3
1875,5
1876,6
1877,6
1878,4
1879,5
1880,3
1881,6
1882,2
1883,3
1884,4
1885,3
1886,6
1887,6
1888,2
1889,3
1890,2
1891,6
1892,6
1893,6
1894,5
1895,4
1896,1
1897,1
1898,1
1899,2
1900,5
1901,1
1902,4
1903,3
1904,6
1905,5
1906,3
1907,1
1908,4
1909,5
1910,5
1911,6
1912,5
1913,5
1914,4
1915,6
1916,3
1917,6
1918,3
1919,1
1920,2
1921,5
1922,1
1923,6
1924,2
1925,1
1926,2
1927,6
1928,6
1929,4
1930,4
1931,6
1932,3
1933,2
1934,5
1935,2
1936,1
1937,6
1938,4
1939,5
1940,5
1941,2
1942,1
1943,5
1944,3
1945,6
1946,4
1947,2
1948,6
1949,6
1950,2
1951,2
1952,6
1953,2
1954,2
1955,6
1956,2
1957,6
1958,1
1959,4
1960,2
1961,3
1962,3
1963,3
1964,1
1965,6
1966,3
1967,6
1968,1
1969,2
1970,1
1971,3
1972,3
1973,1
1974,2
1975,4
1976,2
1977,2
1978,2
1979,5
1980,1
1981,6
1982,4
1983,2
1984,5
1985,3
1986,1
1987,6
1988,1
1989,6
1990,2
1991,3
1992,5
1993,1
1994,6
1995,3
1996,4
1997,2
1998,1
1999,5
2000,4
2001,3
2002,2
2003,6
2004,2
2005,4
2006,3
2007,2
2008,5
2009,6
2010,5
2011,4
2012,4
2013,4
2014,2
2015,5
2016,6
2017,2
2018,3
2019,4
2020,5
2021,6
2022,2
2023,5
2024,5
2025,6
2026,6
2027,5
2028,4
2029,4
2030,6
2031,2
2032,4
2033,3
2034,1
2035,6
2036,4
2037,1
2038,2
2039,3
2040,4
2041,4
2042,6
2043,6
2044,1
2045,3
2046,5
2047,1
2048,6
2049,6
2050,6
2051,2
2052,4
2053,1
2054,5
2055,1
2056,5
2057,3
2058,6
2059,2
2060,2
2061,2
2062,2
2063,1
2064,4
2065,3
2066,5
2067,2
2068,1
2069,1
2070,4
2071,6
2072,1
2073,5
2074,6
2075,2
2076,5
2077,4
2078,4
2079,2
2080,4
2081,6
2082,6
2083,4
2084,1
2085,1
2086,3
2087,5
2088,1
2089,1
2090,6
2091,1
2092,6
2093,5
2094,3
2095,2
2096,1
2097,1
2098,1
2099,2
2100,4
2101,3
2102,3
2103,4
2104,1
2105,6
2106,5
2107,3
2108,4
2109,5
2110,1
2111,5
2112,6
2113,5
2114,6
2115,4
2116,1
2117,5
2118,1
2119,4
2120,1
2121,5
2122,2
2123,4
2124,4
2125,2
2126,4
2127,1
2128,5
2129,5
2130,5
2131,4
2132,5
2133,6
2134,1
2135,2
2136,5
2137,3
2138,4
2139,2
2140,4
2141,5
2142,4
2143,6
2144,5
2145,1
2146,1
2147,1
2148,1
2149,1
2150,3
2151,4
2152,1
2153,4
2154,5
2155,1
2156,2
2157,3
2158,2
2159,5
2160,6
2161,5
2162,6
2163,2
2164,1
2165,6
2166,6
2167,2
2168,3
2169,6
2170,5
2171,6
2172,3
2173,6
2174,5
2175,2
2176,2
2177,5
2178,4
2179,4
2180,1
2181,6
2182,2
2183,5
2184,3
2185,6
2186,4
2187,4
2188,6
2189,4
2190,6
2191,3
2192,4
2193,1
2194,1
2195,5
2196,1
2197,3
2198,3
2199,5
2200,2
2201,5
2202,2
2203,4
2204,4
2205,1
2206,4
2207,1
2208,3
2209,5
2210,5
2211,1
2212,4
2213,5
2214,3
2215,5
2216,4
2217,5
2218,1
2219,1
2220,3
2221,4
2222,2
2223,2
2224,5
2225,2
2226,3
2227,2
2228,6
2229,5
2230,5
2231,4
2232,3
2233,2
2234,6
2235,4
2236,1
2237,3
2238,4
2239,4
2240,3
2241,3
2242,1
2243,2
2244,1
2245,1
2246,6
2247,3
2248,1
2249,1
2250,2
2251,6
2252,6
2253,1
2254,6
2255,1
2256,6
2257,2
2258,6
2259,6
2260,5
2261,1
2262,1
2263,6
2264,5
2265,3
2266,3
2267,2
2268,4
2269,4
2270,1
2271,6
2272,5
2273,5
2274,6
2275,5
2276,5
2277,4
2278,2
2279,1
2280,3
2281,6
2282,2
2283,3
2284,6
2285,1
2286,2
2287,3
2288,5
2289,5
2290,3
2291,6
2292,6
2293,2
2294,4
2295,6
2296,6
2297,1
2298,2
2299,6
2300,5
2301,2
2302,2
2303,3
2304,5
2305,6
2306,3
2307,2
2308,3
2309,3
2310,2
2311,5
2312,4
2313,1
2314,5
2315,4
2316,2
2317,5
2318,5
2319,2
2320,5
2321,1
2322,2
2323,6
2324,4
2325,1
2326,4
2327,5
2328,3
2329,3
2330,4
2331,5
2332,5
2333,5
2334,4
2335,6
2336,4
2337,1
2338,5
2339,1
2340,3
2341,6
2342,2
2343,3
2344,1
2345,5
2346,1
2347,1
2348,6
2349,4
2350,1
2351,1
2352,3
2353,2
2354,4
2355,2
2356,4
2357,4
2358,3
2359,1
2360,3
2361,2
2362,6
2363,6
2364,5
2365,6
2366,3
2367,5
2368,4
2369,4
2370,2
2371,1
2372,6
2373,5
2374,5
2375,1
2376,1
2377,5
2378,2
2379,3
2380,2
2381,2
2382,1
2383,1
2384,5
2385,1
2386,6
2387,4
2388,2
2389,4
2390,4
2391,4
2392,3
2393,4
2394,2
2395,5
2396,3
2397,5
2398,5
2399,1
2400,6
2401,2
2402,6
2403,5
2404,6
2405,1
2406,1
2407,4
2408,2
2409,1
2410,3
2411,2
2412,6
2413,5
2414,5
2415,3
2416,4
2417,5
2418,5
2419,1
2420,1
2421,5
2422,2
2423,3
2424,1
2425,3
2426,5
2427,1
2428,6
2429,5
2430,2
2431,5
2432,5
2433,4
2434,1
2435,4
2436,1
2437,4
2438,5
2439,3
2440,3
2441,5
2442,6
2443,4
2444,6
2445,5
2446,4
2447,4
2448,6
2449,5
2450,1
2451,5
2452,1
2453,2
2454,2
2455,2
2456,4
2457,4
2458,1
2459,3
2460,3
2461,5
2462,5
2463,6
2464,4
2465,6
2466,6
2467,5
2468,5
2469,1
2470,6
2471,6
2472,1
2473,6
2474,5
2475,5
2476,6
2477,3
2478,4
2479,2
2480,2
2481,4
2482,6
2483,6
2484,1
2485,5
2486,6
2487,5
2488,4
2489,3
2490,3
2491,2
2492,6
2493,6
2494,4
2495,4
2496,2
2497,1
2498,4
2499,2
2500,3
2501,1
2502,2
2503,6
2504,2
2505,5
2506,3
2507,1
2508,1
2509,6
2510,6
2511,3
2512,5
2513,6
2514,4
2515,6
2516,4
2517,5
2518,2
2519,1
2520,5
2521,2
2522,1
2523,2
2524,5
2525,5
2526,2
2527,1
2528,4
2529,4
2530,1
2531,5
2532,2
2533,6
2534,2
2535,1
2536,1
2537,6
2538,6
2539,5
2540,1
2541,5
2542,1
2543,4
2544,1
2545,3
2546,2
2547,4
2548,4
2549,3
2550,2
2551,3
2552,4
2553,1
2554,1
2555,2
2556,5
2557,2
2558,1
2559,4
2560,1
2561,1
2562,5
2563,2
2564,4
2565,2
2566,3
2567,1
2568,4
2569,2
2570,1
2571,6
2572,2
2573,1
2574,3
2575,1
2576,2
2577,4
2578,4
2579,3
2580,5
2581,2
2582,1
2583,5
2584,3
2585,6
2586,6
2587,4
2588,5
2589,3
2590,2
2591,2
2592,6
2593,6
2594,2
2595,2
2596,4
2597,5
2598,5
2599,2
2600,3
2601,3
2602,5
2603,3
2604,1
2605,1
2606,2
2607,3
2608,1
2609,4
2610,6
2611,3
2612,3
2613,1
2614,6
2615,5
2616,3
2617,4
2618,2
2619,5
2620,4
2621,1
2622,5
2623,4
2624,2
2625,4
2626,1
2627,1
2628,1
2629,1
2630,6
2631,1
2632,3
2633,2
2634,5
2635,6
2636,4
2637,1
2638,4
2639,3
2640,3
2641,5
2642,5
2643,2
2644,5
2645,1
2646,2
2647,1
2648,4
2649,5
2650,2
2651,3
2652,2
2653,6
2654,6
2655,2
2656,1
2657,4
2658,3
2659,6
2660,4
2661,1
2662,3
2663,6
2664,2
2665,1
2666,2
2667,2
2668,1
2669,5
2670,5
2671,6
2672,2
2673,4
2674,2
2675,6
2676,1
2677,2
2678,1
2679,2
2680,3
2681,5
2682,5
2683,4
2684,5
2685,4
2686,5
2687,4
2688,1
2689,5
2690,4
2691,2
2692,5
2693,2
2694,1
2695,6
2696,1
2697,2
2698,4
2699,1
2700,3
2701,1
2702,4
2703,5
2704,4
2705,1
2706,4
2707,6
2708,6
2709,3
2710,2
2711,5
2712,6
2713,4
2714,3
2715,3
2716,1
2717,1
2718,2
2719,2
2720,6
2721,4
2722,5
2723,4
2724,3
2725,4
2726,4
2727,6
2728,3
2729,4
2730,4
2731,4
2732,4
2733,6
2734,5
2735,3
2736,4
2737,3
2738,4
2739,4
2740,3
2741,6
2742,2
2743,3
2744,4
2745,4
2746,1
2747,6
2748,5
2749,6
2750,4
2751,1
2752,3
2753,5
2754,6
2755,1
2756,4
2757,3
2758,3
2759,5
2760,5
2761,6
2762,1
2763,5
2764,2
2765,2
2766,5
2767,5
2768,4
2769,3
2770,1
2771,1
2772,1
2773,4
2774,6
2775,3
2776,5
2777,1
2778,2
2779,5
2780,4
2781,2
2782,1
2783,3
2784,6
2785,3
2786,2
2787,3
2788,2
2789,5
2790,6
2791,1
2792,6
2793,2
2794,2
2795,3
2796,4
2797,4
2798,1
2799,5
2800,5
2801,1
2802,1
2803,3
2804,6
2805,5
2806,5
2807,6
2808,1
2809,3
2810,1
2811,5
2812,4
2813,4
2814,5
2815,5
2816,3
2817,1
2818,5
2819,6
2820,4
2821,6
2822,5
2823,1
2824,6
2825,3
2826,3
2827,5
2828,4
2829,1
2830,5
2831,3
2832,4
2833,4
2834,6
2835,1
2836,5
2837,6
2838,5
2839,4
2840,4
2841,3
2842,6
2843,6
2844,1
2845,4
2846,6
2847,1
2848,3
2849,4
2850,3
2851,1
2852,5
2853,5
2854,1
2855,3
2856,1
2857,5
2858,6
2859,5
2860,6
2861,2
2862,3
2863,3
2864,5
2865,6
2866,1
2867,5
2868,2
2869,4
2870,5
2871,5
2872,4
2873,1
2874,1
2875,6
2876,6
2877,4
2878,6
2879,1
2880,3
2881,6
2882,1
2883,6
2884,2
2885,3
2886,2
2887,3
2888,1
2889,3
2890,1
2891,2
2892,3
2893,1
2894,6
2895,1
2896,3
2897,2
2898,4
2899,4
2900,5
2901,2
2902,3
2903,2
2904,6
2905,1
2906,5
2907,1
2908,5
2909,2
2910,3
2911,4
2912,5
2913,2
2914,2
2915,1
2916,3
2917,1
2918,5
2919,5
2920,2
2921,6
2922,3
2923,6
2924,6
2925,6
2926,3
2927,6
2928,5
2929,3
2930,5
2931,1
2932,4
2933,1
2934,3
2935,6
2936,6
2937,2
2938,1
2939,3
2940,2
2941,4
2942,5
2943,6
2944,3
2945,4
2946,2
